superstructure	tag	structure
SOURCE_RECORD.SOUR.DATA	NOTE	NOTE_STRUCTURE.NOTE#2
SOURCE_RECORD.SOUR.DATA.EVEN	DATE	SOURCE_RECORD.SOUR.DATA.EVEN.DATE
SOURCE_RECORD.SOUR.DATA.EVEN	PLAC	SOURCE_RECORD.SOUR.DATA.EVEN.PLAC
SOURCE_RECORD.SOUR.PUBL	CONC	SOURCE_RECORD.SOUR.PUBL.CONC
SOURCE_RECORD.SOUR.PUBL	CONT	SOURCE_RECORD.SOUR.PUBL.CONT
SOURCE_RECORD.SOUR.REFN	TYPE	SOURCE_RECORD.SOUR.REFN.TYPE
SOURCE_RECORD.SOUR.TEXT	CONC	SOURCE_RECORD.SOUR.TEXT.CONC
SOURCE_RECORD.SOUR.TEXT	CONT	SOURCE_RECORD.SOUR.TEXT.CONT
SOURCE_RECORD.SOUR.TITL	CONC	SOURCE_RECORD.SOUR.TITL.CONC
SOURCE_RECORD.SOUR.TITL	CONT	SOURCE_RECORD.SOUR.TITL.CONT
SOURCE_REPOSITORY_CITATION.REPO	CALN	SOURCE_REPOSITORY_CITATION.REPO.CALN
SOURCE_REPOSITORY_CITATION.REPO	NOTE	NOTE_STRUCTURE.NOTE
SOURCE_REPOSITORY_CITATION.REPO	NOTE	NOTE_STRUCTURE.NOTE#2
SOURCE_REPOSITORY_CITATION.REPO.CALN	MEDI	SOURCE_REPOSITORY_CITATION.REPO.CALN.MEDI
SPOUSE_TO_FAMILY_LINK.FAMS	NOTE	NOTE_STRUCTURE.NOTE
SPOUSE_TO_FAMILY_LINK.FAMS	NOTE	NOTE_STRUCTURE.NOTE#2
SUBMISSION_RECORD.SUBN	ANCE	SUBMISSION_RECORD.SUBN.ANCE
SUBMISSION_RECORD.SUBN	DESC	SUBMISSION_RECORD.SUBN.DESC
SUBMISSION_RECORD.SUBN	FAMF	SUBMISSION_RECORD.SUBN.FAMF
SUBMISSION_RECORD.SUBN	ORDI	SUBMISSION_RECORD.SUBN.ORDI
SUBMISSION_RECORD.SUBN	RIN	SUBMISSION_RECORD.SUBN.RIN
SUBMISSION_RECORD.SUBN	SUBM	SUBMISSION_RECORD.SUBN.SUBM
SUBMISSION_RECORD.SUBN	TEMP	SUBMISSION_RECORD.SUBN.TEMP
SUBMITTER_RECORD.SUBM	ADDR	ADDRESS_STRUCTURE.ADDR
SUBMITTER_RECORD.SUBM	CHAN	CHANGE_DATE.CHAN
SUBMITTER_RECORD.SUBM	LANG	SUBMITTER_RECORD.SUBM.LANG
SUBMITTER_RECORD.SUBM	NAME	SUBMITTER_RECORD.SUBM.NAME
SUBMITTER_RECORD.SUBM	OBJE	MULTIMEDIA_LINK.OBJE
SUBMITTER_RECORD.SUBM	OBJE	MULTIMEDIA_LINK.OBJE#2
SUBMITTER_RECORD.SUBM	PHON	ADDRESS_STRUCTURE.PHON
SUBMITTER_RECORD.SUBM	RFN	SUBMITTER_RECORD.SUBM.RFN
SUBMITTER_RECORD.SUBM	RIN	SUBMITTER_RECORD.SUBM.RIN
