superstructure	tag	structure
	FAM	FAM_RECORD.FAM
	HEAD	HEADER.HEAD
	INDI	INDIVIDUAL_RECORD.INDI
	NOTE	NOTE_RECORD.NOTE
	OBJE	MULTIMEDIA_RECORD.OBJE
	REPO	REPOSITORY_RECORD.REPO
	SOUR	SOURCE_RECORD.SOUR
	SUBM	SUBMITTER_RECORD.SUBM
	SUBN	SUBMISSION_RECORD.SUBN
	TRLR	LINEAGE_LINKED_GEDCOM.TRLR
ADDRESS_STRUCTURE.ADDR	ADR1	ADDRESS_STRUCTURE.ADDR.ADR1
ADDRESS_STRUCTURE.ADDR	ADR2	ADDRESS_STRUCTURE.ADDR.ADR2
ADDRESS_STRUCTURE.ADDR	ADR3	ADDRESS_STRUCTURE.ADDR.ADR3
ADDRESS_STRUCTURE.ADDR	CITY	ADDRESS_STRUCTURE.ADDR.CITY
ADDRESS_STRUCTURE.ADDR	CONT	ADDRESS_STRUCTURE.ADDR.CONT
ADDRESS_STRUCTURE.ADDR	CTRY	ADDRESS_STRUCTURE.ADDR.CTRY
ADDRESS_STRUCTURE.ADDR	POST	ADDRESS_STRUCTURE.ADDR.POST
ADDRESS_STRUCTURE.ADDR	STAE	ADDRESS_STRUCTURE.ADDR.STAE
ASSOCIATION_STRUCTURE.ASSO	NOTE	NOTE_STRUCTURE.NOTE
ASSOCIATION_STRUCTURE.ASSO	NOTE	NOTE_STRUCTURE.NOTE#2
ASSOCIATION_STRUCTURE.ASSO	RELA	ASSOCIATION_STRUCTURE.ASSO.RELA
ASSOCIATION_STRUCTURE.ASSO	SOUR	SOURCE_CITATION.SOUR
ASSOCIATION_STRUCTURE.ASSO	SOUR	SOURCE_CITATION.SOUR#2
CHANGE_DATE.CHAN	DATE	CHANGE_DATE.CHAN.DATE
CHANGE_DATE.CHAN	NOTE	NOTE_STRUCTURE.NOTE
CHANGE_DATE.CHAN	NOTE	NOTE_STRUCTURE.NOTE#2
CHANGE_DATE.CHAN.DATE	TIME	CHANGE_DATE.CHAN.DATE.TIME
CHILD_TO_FAMILY_LINK.FAMC	NOTE	NOTE_STRUCTURE.NOTE
CHILD_TO_FAMILY_LINK.FAMC	NOTE	NOTE_STRUCTURE.NOTE#2
CHILD_TO_FAMILY_LINK.FAMC	PEDI	CHILD_TO_FAMILY_LINK.FAMC.PEDI
CHILD_TO_FAMILY_LINK.FAMC	STAT	CHILD_TO_FAMILY_LINK.FAMC.STAT
FAMILY_EVENT_DETAIL.HUSB	AGE	FAMILY_EVENT_DETAIL.HUSB.AGE
FAMILY_EVENT_DETAIL.WIFE	AGE	FAMILY_EVENT_DETAIL.WIFE.AGE
FAMILY_EVENT_STRUCTURE.ANUL	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.ANUL	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.ANUL	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.ANUL	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.ANUL	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.ANUL	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.ANUL	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.ANUL	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.ANUL	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.ANUL	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.ANUL	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.ANUL	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.ANUL	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.ANUL	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.ANUL	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.ANUL	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.ANUL	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.ANUL	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.ANUL	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.ANUL	WWW	ADDRESS_STRUCTURE.WWW
FAMILY_EVENT_STRUCTURE.CENS	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.CENS	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.CENS	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.CENS	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.CENS	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.CENS	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.CENS	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.CENS	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.CENS	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.CENS	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.CENS	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.CENS	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.CENS	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.CENS	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.CENS	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.CENS	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.CENS	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.CENS	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.CENS	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.CENS	WWW	ADDRESS_STRUCTURE.WWW
FAMILY_EVENT_STRUCTURE.DIV	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.DIV	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.DIV	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.DIV	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.DIV	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.DIV	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.DIV	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.DIV	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.DIV	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.DIV	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.DIV	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.DIV	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.DIV	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.DIV	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.DIV	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.DIV	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.DIV	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.DIV	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.DIV	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.DIV	WWW	ADDRESS_STRUCTURE.WWW
FAMILY_EVENT_STRUCTURE.DIVF	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.DIVF	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.DIVF	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.DIVF	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.DIVF	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.DIVF	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.DIVF	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.DIVF	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.DIVF	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.DIVF	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.DIVF	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.DIVF	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.DIVF	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.DIVF	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.DIVF	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.DIVF	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.DIVF	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.DIVF	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.DIVF	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.DIVF	WWW	ADDRESS_STRUCTURE.WWW
FAMILY_EVENT_STRUCTURE.ENGA	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.ENGA	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.ENGA	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.ENGA	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.ENGA	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.ENGA	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.ENGA	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.ENGA	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.ENGA	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.ENGA	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.ENGA	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.ENGA	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.ENGA	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.ENGA	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.ENGA	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.ENGA	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.ENGA	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.ENGA	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.ENGA	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.ENGA	WWW	ADDRESS_STRUCTURE.WWW
FAMILY_EVENT_STRUCTURE.EVEN	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.EVEN	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.EVEN	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.EVEN	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.EVEN	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.EVEN	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.EVEN	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.EVEN	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.EVEN	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.EVEN	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.EVEN	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.EVEN	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.EVEN	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.EVEN	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.EVEN	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.EVEN	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.EVEN	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.EVEN	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.EVEN	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.EVEN	WWW	ADDRESS_STRUCTURE.WWW
FAMILY_EVENT_STRUCTURE.MARB	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.MARB	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.MARB	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.MARB	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.MARB	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.MARB	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.MARB	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.MARB	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.MARB	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.MARB	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.MARB	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.MARB	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.MARB	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.MARB	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.MARB	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.MARB	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.MARB	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.MARB	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.MARB	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.MARB	WWW	ADDRESS_STRUCTURE.WWW
FAMILY_EVENT_STRUCTURE.MARC	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.MARC	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.MARC	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.MARC	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.MARC	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.MARC	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.MARC	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.MARC	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.MARC	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.MARC	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.MARC	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.MARC	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.MARC	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.MARC	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.MARC	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.MARC	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.MARC	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.MARC	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.MARC	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.MARC	WWW	ADDRESS_STRUCTURE.WWW
FAMILY_EVENT_STRUCTURE.MARL	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.MARL	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.MARL	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.MARL	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.MARL	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.MARL	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.MARL	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.MARL	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.MARL	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.MARL	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.MARL	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.MARL	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.MARL	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.MARL	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.MARL	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.MARL	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.MARL	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.MARL	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.MARL	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.MARL	WWW	ADDRESS_STRUCTURE.WWW
FAMILY_EVENT_STRUCTURE.MARR	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.MARR	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.MARR	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.MARR	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.MARR	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.MARR	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.MARR	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.MARR	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.MARR	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.MARR	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.MARR	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.MARR	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.MARR	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.MARR	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.MARR	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.MARR	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.MARR	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.MARR	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.MARR	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.MARR	WWW	ADDRESS_STRUCTURE.WWW
FAMILY_EVENT_STRUCTURE.MARS	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.MARS	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.MARS	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.MARS	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.MARS	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.MARS	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.MARS	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.MARS	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.MARS	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.MARS	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.MARS	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.MARS	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.MARS	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.MARS	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.MARS	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.MARS	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.MARS	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.MARS	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.MARS	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.MARS	WWW	ADDRESS_STRUCTURE.WWW
FAMILY_EVENT_STRUCTURE.RESI	ADDR	ADDRESS_STRUCTURE.ADDR
FAMILY_EVENT_STRUCTURE.RESI	AGNC	EVENT_DETAIL.AGNC
FAMILY_EVENT_STRUCTURE.RESI	CAUS	EVENT_DETAIL.CAUS
FAMILY_EVENT_STRUCTURE.RESI	DATE	EVENT_DETAIL.DATE
FAMILY_EVENT_STRUCTURE.RESI	EMAIL	ADDRESS_STRUCTURE.EMAIL
FAMILY_EVENT_STRUCTURE.RESI	FAX	ADDRESS_STRUCTURE.FAX
FAMILY_EVENT_STRUCTURE.RESI	HUSB	FAMILY_EVENT_DETAIL.HUSB
FAMILY_EVENT_STRUCTURE.RESI	NOTE	NOTE_STRUCTURE.NOTE
FAMILY_EVENT_STRUCTURE.RESI	NOTE	NOTE_STRUCTURE.NOTE#2
FAMILY_EVENT_STRUCTURE.RESI	OBJE	MULTIMEDIA_LINK.OBJE
FAMILY_EVENT_STRUCTURE.RESI	OBJE	MULTIMEDIA_LINK.OBJE#2
FAMILY_EVENT_STRUCTURE.RESI	PHON	ADDRESS_STRUCTURE.PHON
FAMILY_EVENT_STRUCTURE.RESI	PLAC	PLACE_STRUCTURE.PLAC
FAMILY_EVENT_STRUCTURE.RESI	RELI	EVENT_DETAIL.RELI
FAMILY_EVENT_STRUCTURE.RESI	RESN	EVENT_DETAIL.RESN
FAMILY_EVENT_STRUCTURE.RESI	SOUR	SOURCE_CITATION.SOUR
FAMILY_EVENT_STRUCTURE.RESI	SOUR	SOURCE_CITATION.SOUR#2
FAMILY_EVENT_STRUCTURE.RESI	TYPE	EVENT_DETAIL.TYPE
FAMILY_EVENT_STRUCTURE.RESI	WIFE	FAMILY_EVENT_DETAIL.WIFE
FAMILY_EVENT_STRUCTURE.RESI	WWW	ADDRESS_STRUCTURE.WWW
FAM_RECORD.FAM	ANUL	FAMILY_EVENT_STRUCTURE.ANUL
FAM_RECORD.FAM	CENS	FAMILY_EVENT_STRUCTURE.CENS
FAM_RECORD.FAM	CHAN	CHANGE_DATE.CHAN
FAM_RECORD.FAM	CHIL	FAM_RECORD.FAM.CHIL
FAM_RECORD.FAM	DIV	FAMILY_EVENT_STRUCTURE.DIV
FAM_RECORD.FAM	DIVF	FAMILY_EVENT_STRUCTURE.DIVF
FAM_RECORD.FAM	ENGA	FAMILY_EVENT_STRUCTURE.ENGA
FAM_RECORD.FAM	EVEN	FAMILY_EVENT_STRUCTURE.EVEN
FAM_RECORD.FAM	HUSB	FAM_RECORD.FAM.HUSB
FAM_RECORD.FAM	MARB	FAMILY_EVENT_STRUCTURE.MARB
FAM_RECORD.FAM	MARC	FAMILY_EVENT_STRUCTURE.MARC
FAM_RECORD.FAM	MARL	FAMILY_EVENT_STRUCTURE.MARL
FAM_RECORD.FAM	MARR	FAMILY_EVENT_STRUCTURE.MARR
FAM_RECORD.FAM	MARS	FAMILY_EVENT_STRUCTURE.MARS
FAM_RECORD.FAM	NCHI	FAM_RECORD.FAM.NCHI
FAM_RECORD.FAM	NOTE	NOTE_STRUCTURE.NOTE
FAM_RECORD.FAM	NOTE	NOTE_STRUCTURE.NOTE#2
FAM_RECORD.FAM	OBJE	MULTIMEDIA_LINK.OBJE
FAM_RECORD.FAM	OBJE	MULTIMEDIA_LINK.OBJE#2
FAM_RECORD.FAM	REFN	FAM_RECORD.FAM.REFN
FAM_RECORD.FAM	RESI	FAMILY_EVENT_STRUCTURE.RESI
FAM_RECORD.FAM	RESN	FAM_RECORD.FAM.RESN
FAM_RECORD.FAM	RIN	FAM_RECORD.FAM.RIN
FAM_RECORD.FAM	SLGS	LDS_SPOUSE_SEALING.SLGS
FAM_RECORD.FAM	SOUR	SOURCE_CITATION.SOUR
FAM_RECORD.FAM	SOUR	SOURCE_CITATION.SOUR#2
FAM_RECORD.FAM	SUBM	FAM_RECORD.FAM.SUBM
FAM_RECORD.FAM	WIFE	FAM_RECORD.FAM.WIFE
FAM_RECORD.FAM.REFN	TYPE	FAM_RECORD.FAM.REFN.TYPE
HEADER.HEAD	CHAR	HEADER.HEAD.CHAR
HEADER.HEAD	COPR	HEADER.HEAD.COPR
HEADER.HEAD	DATE	HEADER.HEAD.DATE
HEADER.HEAD	DEST	HEADER.HEAD.DEST
HEADER.HEAD	FILE	HEADER.HEAD.FILE
HEADER.HEAD	GEDC	HEADER.HEAD.GEDC
HEADER.HEAD	LANG	HEADER.HEAD.LANG
HEADER.HEAD	NOTE	HEADER.HEAD.NOTE
HEADER.HEAD	PLAC	HEADER.HEAD.PLAC
HEADER.HEAD	SOUR	HEADER.HEAD.SOUR
HEADER.HEAD	SUBM	HEADER.HEAD.SUBM
HEADER.HEAD	SUBN	HEADER.HEAD.SUBN
HEADER.HEAD.CHAR	VERS	HEADER.HEAD.CHAR.VERS
HEADER.HEAD.DATE	TIME	HEADER.HEAD.DATE.TIME
